,Unnamed: 0,publish_date,content,recommendation,hours,player_level,owned_games,clean_content,category,sentiment
75,75,2026-02-28,游戏流程比较长但是我觉得格蕾丝的部分指引不是很清晰而且恐怖程度介于7代和8代直接，里昂部分直接就是“战斗爽”而且游戏机制就是让你多消灭敌人赚积分升级武器，里昂的体术比起四代会更加丰富可玩性更高整体剧情算是把浣熊市事件给画上了一个句号，厄尔庇斯也让生化危机的世界可以重新洗牌新角色替换老角色,推荐,11.8,28,187,游戏流程比较长但是我觉得格蕾丝的部分指引不是很清晰而且恐怖程度介于7代和8代直接 里昂部分直接就是 战斗爽 而且游戏机制就是让你多消灭敌人赚积分升级武器 里昂的体术比起四代会更加丰富可玩性更高整体剧情算是把浣熊市事件给画上了一个句号 厄尔庇斯也让生化危机的世界可以重新洗牌新角色替换老角色,玩法,正面
76,76,2026-02-28,质量很稳定,推荐,6.6,27,86,质量很稳定,其他,正面
77,77,2026-02-28,咋那么好玩呢,推荐,13.9,30,189,咋那么好玩呢,玩法,正面
78,78,2026-02-28,好玩到睾丸爆炸，就是太恐怖了,推荐,12.9,3,62,好玩到睾丸爆炸 就是太恐怖了,玩法,正面
79,79,2026-02-28,好玩,推荐,14.4,5,164,好玩,玩法,正面
80,80,2026-02-28,平均3分钟左右卡顿一次，这玩个毛？各种方法都用了，还是这样子！,不推荐,5.4,38,47,平均3分钟左右卡顿一次 这玩个毛 各种方法都用了 还是这样子,优化,负面
81,81,2026-02-28,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,推荐,12.2,46,105,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,其他,正面
82,82,2026-02-28,舒服了，就是感觉有点短,推荐,19.8,5,64,舒服了 就是感觉有点短,剧情,正面
83,83,2026-02-28,稳定发挥，中年分头真的很帅。期待CV重制版,推荐,15.4,40,49,稳定发挥 中年分头真的很帅 期待CV重制版,情怀,正面
84,84,2026-02-28,非常帅里昂！老婆真是风韵犹存啊啊啊啊！！,推荐,15.2,1,10,非常帅里昂 老婆真是风韵犹存啊啊啊啊,情怀,正面
85,85,2026-02-28,好玩无需多言，7以后最佳,推荐,7.2,7,166,好玩无需多言 7以后最佳,玩法,正面
86,86,2026-02-28,"好玩
",推荐,7.0,50,59,好玩,玩法,正面
87,87,2026-02-28,垃圾优化,不推荐,1.4,26,135,垃圾优化,优化,负面
88,88,2026-02-28,满分给老李头,推荐,13.6,16,125,满分给老李头,情怀,正面
89,89,2026-02-28,"太好玩了
",推荐,6.8,40,199,太好玩了,玩法,正面
90,90,2026-02-28,好玩,推荐,11.7,37,46,好玩,玩法,正面
91,91,2026-02-28,酣畅淋漓,推荐,15.5,41,200,酣畅淋漓,玩法,正面
92,92,2026-02-28,好玩,推荐,3.2,44,103,好玩,玩法,正面
93,93,2026-02-28,好玩，原汁原味,推荐,4.5,9,18,好玩 原汁原味,情怀,正面
94,94,2026-02-28,"[h1] 这是一封写给生化玩家的情书  我收到了而且非常感动[/h1] 

生化九在我眼中是吸收了生化二和生化三的集大成之作  同时也保留了新版生化的优秀爽感  它不负众望完成了“新与旧”的平衡  那些在别人眼中老掉牙的修保险丝  找宝石  解保险箱的环节在我这里仅有对老生化的怀念  战斗更是爽！听不懂和我的斧头说去吧！吃我飞斧！ 

引导也一直是生化团队的强项  而在生化九他们也依然稳定发挥了这一点  几乎不会让玩家卡关  时刻都有目标

结局好爽呐  哎呀我不想剧透但是我要说真的好爽呐

老卡我爱你  下次还预购

[spoiler]我最大的遗憾就是我的艾达姐姐没有出现
我不会放弃等艾达王dlc的！！！[/spoiler]",推荐,14.3,2,11,h1 这是一封写给生化玩家的情书 我收到了而且非常感动 h1 生化九在我眼中是吸收了生化二和生化三的集大成之作 同时也保留了新版生化的优秀爽感 它不负众望完成了 新与旧 的平衡 那些在别人眼中老掉牙的修保险丝 找宝石 解保险箱的环节在我这里仅有对老生化的怀念 战斗更是爽 听不懂和我的斧头说去吧 吃我飞斧 引导也一直是生化团队的强项 而在生化九他们也依然稳定发挥了这一点 几乎不会让玩家卡关 时刻都有目标 结局好爽呐 哎呀我不想剧透但是我要说真的好爽呐 老卡我爱你 下次还预购 spoiler 我最大的遗憾就是我的艾达姐姐没有出现 我不会放弃等艾达王dlc的 spoiler,情怀,正面
95,95,2026-02-28,"收束了剧情也延展了剧情 
很不错",推荐,17.6,11,170,收束了剧情也延展了剧情 很不错,剧情,正面
96,96,2026-02-28,里昂没得喷,推荐,4.2,34,143,里昂没得喷,情怀,正面
97,97,2026-02-28,先玩的ps5版，steam版没怎么打，这绝对是我玩过的4代原版之后最好玩的生化正统续作。,推荐,3.2,21,130,先玩的ps5版 steam版没怎么打 这绝对是我玩过的4代原版之后最好玩的生化正统续作,情怀,正面
98,98,2026-02-28,"妈的，真的无敌了这游戏。
我能说什么呢，9.5/10
肯尼迪警员向您报道。",推荐,15.4,16,125,妈的 真的无敌了这游戏 我能说什么呢 9 5 10 肯尼迪警员向您报道,情怀,正面
99,99,2026-02-28,你一个卖300多还是30周年纪念作都不舍把制作成本抬高一点。真的太抽象了，总体虎头蛇尾，前面做的可以后面明显偷工。感觉像是前面吧预算用完了后面没钱做了。,不推荐,13.9,11,70,你一个卖300多还是30周年纪念作都不舍把制作成本抬高一点 真的太抽象了 总体虎头蛇尾 前面做的可以后面明显偷工 感觉像是前面吧预算用完了后面没钱做了,价格,负面
100,100,2026-02-28,"神，系列 30 周年集大成之作。
格蕾丝线偏生2，李三光依旧战斗爽。
谁懂玩格蕾丝把地图怪辛辛苦苦全清完后，里昂线没怪打的无力感。
",推荐,10.6,12,171,神 系列 30 周年集大成之作 格蕾丝线偏生2 李三光依旧战斗爽 谁懂玩格蕾丝把地图怪辛辛苦苦全清完后 里昂线没怪打的无力感,情怀,正面
101,101,2026-02-28,推荐玩完RE2里昂线再玩RE9，回到浣熊市警察局后会更伤感,推荐,13.6,25,84,推荐玩完RE2里昂线再玩RE9 回到浣熊市警察局后会更伤感,情怀,正面
102,102,2026-02-28,/；没饭吃g'no'l'p'gnolp',推荐,5.3,45,204,没饭吃g no l p gnolp,其他,正面
103,103,2026-02-28,我觉得不值这个价，缝合品，剧情也一塌糊涂，唯一亮点就是里昂战斗是真的爽。,不推荐,11.7,16,25,我觉得不值这个价 缝合品 剧情也一塌糊涂 唯一亮点就是里昂战斗是真的爽,价格,负面
104,104,2026-02-28,格蕾丝上半部分的恐怖氛围做得非常好 李昂战斗系统更是爽到不行！卡表的牛逼优化加上这部的路径追踪画质真绝了。里昂帅到没边了！夯爆了！期待dlc！,推荐,16.4,11,170,格蕾丝上半部分的恐怖氛围做得非常好 李昂战斗系统更是爽到不行 卡表的牛逼优化加上这部的路径追踪画质真绝了 里昂帅到没边了 夯爆了 期待dlc,画面,正面
105,105,2026-02-28,还行吧 从生化1一直玩到 9   每部作品都玩了！,推荐,3.6,8,17,还行吧 从生化1一直玩到 9 每部作品都玩了,情怀,正面
106,106,2026-02-28,豪,推荐,7.1,21,180,豪,其他,正面
107,107,2026-02-28,nb,推荐,14.8,34,193,nb,其他,正面
108,108,2026-02-28,"格蕾丝疗养院流程超越2代警局。
缺点：里昂的性能太强了，让体验变得无聊，全程不需要资源管理不需要探索，就往前杀就行了。就应该让格蕾丝成为主要角色，里昂结尾爽一下就行了。",推荐,5.0,13,22,格蕾丝疗养院流程超越2代警局 缺点 里昂的性能太强了 让体验变得无聊 全程不需要资源管理不需要探索 就往前杀就行了 就应该让格蕾丝成为主要角色 里昂结尾爽一下就行了,玩法,正面
109,109,2026-02-28,好玩！,推荐,10.3,1,110,好玩,玩法,正面
110,110,2026-02-28,好玩,推荐,7.9,39,198,好玩,玩法,正面
111,111,2026-02-28,比生7更恐怖,推荐,17.5,38,97,比生7更恐怖,玩法,正面
112,112,2026-02-28,卡婊尼玛死了 进去玩一会就闪退玩一会就闪退,不推荐,2.9,31,190,卡婊尼玛死了 进去玩一会就闪退玩一会就闪退,优化,负面
113,113,2026-02-28,神作，无需多言，恐怖+战斗爽交替并存，如果玩过生2生3这作会玩得更爽。,推荐,18.0,40,99,神作 无需多言 恐怖 战斗爽交替并存 如果玩过生2生3这作会玩得更爽,情怀,正面
114,114,2026-02-28,"为什么会有大蜘蛛呀，所有预告里面都没说，吓得我飞起来打，好在就一点点，要不然我一定差评。
",推荐,10.3,43,52,为什么会有大蜘蛛呀 所有预告里面都没说 吓得我飞起来打 好在就一点点 要不然我一定差评,玩法,正面
115,115,2026-02-28,好玩儿,推荐,4.8,5,64,好玩儿,玩法,正面
116,116,2026-02-28,本作只有截止到疗养院部分保持了生化系列的一贯水准，其余全是问题，简陋到仿佛同人mod或者独立游戏级别的UI和建模的浣熊市和方舟研究所是认真的吗？就浣熊市那个布景水平我只能说远不如辐射4还。都说仁王3地狱瞎眼，但玩了生化9你才知道什么是真瞎眼，大量充斥着各种在伸手不见五指的建筑里打个手电兜兜转转剧情段落玩起来真的很累。人物塑造更是空洞，格蕾丝全程脑残鬼哭狼嚎满地打滚，雪莉路边一条戏份塑造远不如4的接线员哈尼根，威斯克cos你甚至不知道他存在意义是什么走时不带走一丝云彩，至于洗白救赎斯宾瑟就更是离谱，最终结论本作可称得上生化全系列最垃圾之作，甚至不具备云的价值，建议任何一个生化老粉都不要原价购买。,不推荐,17.2,42,151,本作只有截止到疗养院部分保持了生化系列的一贯水准 其余全是问题 简陋到仿佛同人mod或者独立游戏级别的UI和建模的浣熊市和方舟研究所是认真的吗 就浣熊市那个布景水平我只能说远不如辐射4还 都说仁王3地狱瞎眼 但玩了生化9你才知道什么是真瞎眼 大量充斥着各种在伸手不见五指的建筑里打个手电兜兜转转剧情段落玩起来真的很累 人物塑造更是空洞 格蕾丝全程脑残鬼哭狼嚎满地打滚 雪莉路边一条戏份塑造远不如4的接线员哈尼根 威斯克cos你甚至不知道他存在意义是什么走时不带走一丝云彩 至于洗白救赎斯宾瑟就更是离谱 最终结论本作可称得上生化全系列最垃圾之作 甚至不具备云的价值 建议任何一个生化老粉都不要原价购买,剧情,负面
117,117,2026-02-28,太爽了！！！！！！！！！！,推荐,16.4,17,76,太爽了,其他,正面
118,118,2026-02-28,广发华福,推荐,12.8,6,65,广发华福,其他,正面
119,119,2026-02-28,比前两部难,推荐,3.5,16,25,比前两部难,玩法,正面
120,120,2026-02-28,太牛逼了，无论是画面还是气氛营造，非常有恐怖氛围，解谜也适当有趣。卡普空生化危机30周年集大成之作。,推荐,4.1,26,135,太牛逼了 无论是画面还是气氛营造 非常有恐怖氛围 解谜也适当有趣 卡普空生化危机30周年集大成之作,画面,正面
121,121,2026-02-28,喜欢😍,推荐,13.5,10,169,喜欢,其他,正面
122,122,2026-02-28,如果在生化系列中选一部比生化4好的作品 只有这部安魂曲可以,推荐,15.1,48,107,如果在生化系列中选一部比生化4好的作品 只有这部安魂曲可以,情怀,正面
123,123,2026-02-28,岁月在他脸上留下痕迹，却没带走当年的勇气，从Re2的青涩菜鸟，到Re9的沧桑硬汉，里昂老了，我们也长大了。,推荐,16.8,29,188,岁月在他脸上留下痕迹 却没带走当年的勇气 从Re2的青涩菜鸟 到Re9的沧桑硬汉 里昂老了 我们也长大了,情怀,正面
124,124,2026-02-28,好玩，就是打暴君的时候卡bug了，车无限翻滚然后帧数直线下降，给我整笑了。,推荐,0.9,14,123,好玩 就是打暴君的时候卡bug了 车无限翻滚然后帧数直线下降 给我整笑了,优化,正面
125,125,2026-02-28,好玩！狂肝8小时通关,推荐,11.3,6,15,好玩 狂肝8小时通关,玩法,正面
126,126,2026-02-28,带劲,推荐,7.0,25,84,带劲,其他,正面
127,127,2026-02-28,格蕾丝恐怖刺激，李昂战斗爽，非常有情怀有诚意的一部,推荐,15.0,16,175,格蕾丝恐怖刺激 李昂战斗爽 非常有情怀有诚意的一部,情怀,正面
128,128,2026-02-28,再次回到了早已物是人非的浣熊市,推荐,9.4,28,137,再次回到了早已物是人非的浣熊市,情怀,正面
